MEDDRA_LLT_CODE,MEDDRA_LLT,SNOMED_CT_CODE,SNOMED_CT_FSN
10061560,Mass excision,392022002,Excision of mass (procedure)
10061577,Ulcer haemorrhage,55075001,Bleeding ulcer (morphologic abnormality)
10061589,Aortic valve disease,8722008,Aortic valve disorder (disorder)
10061590,Blood disorder,414022008,Disorder of cellular component of blood (disorder)
10061591,Borrelia infection,240668005,Borreliosis (disorder)
10061594,Facial neuralgia,4151000119102,Facial neuralgia (finding)
10061598,Immunodeficiency,234532001,Immunodeficiency disorder (disorder)
10061599,Lower limb fracture,46866001,Fracture of lower limb (disorder)
10061603,Respiratory syncytial virus infection,55735004,Respiratory syncytial virus infection (disorder)
10061609,Abdominal operation,21371007,Operation on abdominal region (procedure)
10061621,Adjustment disorder,17226007,Adjustment disorder (disorder)
10061622,Adrenalectomy,31904001,Adrenalectomy (procedure)
10061623,Adverse drug reaction,62014003,Adverse reaction caused by drug (disorder)
10061626,Allergy to chemicals,419838000,Allergic reaction caused by chemical (disorder)
10061627,Amputation,81723002,Amputation (procedure)
10061651,Aortic surgery,32907006,Operation on aorta (procedure)
10061652,Aortic valve repair,1155885007,Repair of aortic valve (procedure)
10061657,Arterial stent insertion,233404000,Insertion of arterial stent (procedure)
10061663,Atypical mycobacterial infection,111812000,Atypical mycobacterial infection (disorder)
10061664,Autoimmune disorder,85828009,Autoimmune disease (disorder)
10061683,Arthrodesis,19578002,Arthrodesis (procedure)
10061699,Bladder operation,14861000,Operation on urinary bladder (procedure)
10061728,Bone lesion,879976004,Lesion of bone (disorder)
10061730,Bone marrow transplant,23719005,Transplantation of bone marrow (procedure)
10061731,Bone operation,57168000,Operation on bone (procedure)
10061732,Brain operation,70586009,Operation on brain (procedure)
10061733,Breast lump removal,392021009,Lumpectomy of breast (procedure)
10061734,Breast operation,392090004,Operation on breast (procedure)
10061744,Carotid artery disease,371160000,Disorder of carotid artery (disorder)
10061758,Chemotherapy,367336001,Chemotherapy (procedure)
10061778,Colectomy,23968004,Excision of colon (procedure)
10061779,Colon operation,82874003,Operation on colon (procedure)
10061799,CSF shunt operation,302325008,Procedure on brain ventricular shunt (procedure)
10061811,Demyelinating polyneuropathy,23414001,Peripheral demyelinating neuropathy (disorder)
10061812,Dental operation,81733005,Dental surgical procedure (procedure)
10061813,Dental treatment,118818008,Procedure on tooth (procedure)
10061814,Detoxification,67516001,Detoxification therapy (regime/therapy)
10061819,Disease recurrence,58184002,Recurrent disease (disorder)
10061822,Drug intolerance,59037007,Intolerance to drug (finding)
10061831,Ear operation,68265005,Operation on the ear (procedure)
10061835,Diabetic nephropathy,127013003,Disorder of kidney due to diabetes mellitus (disorder)
10061852,Eye operation,373353005,Surgical procedure on eye proper (procedure)
10061858,Fluid replacement,78534001,Body fluid replacement (procedure)
10061864,Neoplasm recurrence,25173007,Recurrent neoplasm (disorder)
10061866,Nerve root compression,111236008,Compression of spinal nerve root (disorder)
10061873,Non-small cell lung cancer,254637007,Non-small cell lung cancer (disorder)
10061877,Obstructive airways disorder,79688008,Respiratory obstruction (disorder)
10061889,Oophorectomy,83152002,Oophorectomy (procedure)
10061890,Organ transplant,313039003,Solid organ transplant to recipient (procedure)
10061902,Pancreatic neoplasm,126859007,Neoplasm of pancreas (disorder)
10061916,Prostatectomy,90470006,Prostatectomy (procedure)
10061917,Prostatic operation,741007,Operation on prostate (procedure)
10061920,Psychotic disorder,69322001,Psychotic disorder (disorder)
10061924,Pulmonary toxicity,846605006,Drug-induced pulmonary toxicity (disorder)
10061958,Food intolerance,235719002,Intolerance to food (finding)
10061962,Gallbladder operation,19744006,Operation on gallbladder (procedure)
10061965,Gastrectomy,53442002,Excision of stomach structure (procedure)
10061966,Gastric bypass,442338001,Bypass of stomach (procedure)
10061967,Gastric cancer stage IV,372014001,Primary malignant neoplasm of stomach (disorder)
10061969,Gastric operation,16453004,Operation on stomach (procedure)
10061983,Subtherapeutic response,102470001,Decreased therapeutic response (finding)
10061988,Gestational trophoblastic tumour,609519004,Gestational trophoblastic neoplasia (disorder)
10061992,Haemophilia,90935002,Hemophilia (disorder)
10061994,Heart valve operation,73544002,Operation on heart valve (procedure)
10061995,Heart valve replacement,34068001,Replacement of heart valve (procedure)
10061997,Hepatectomy,107963000,Excision of liver (procedure)
10061998,Hepatic lesion,300331000,Lesion of liver (disorder)
10062001,Hepatoblastoma,109843000,Hepatoblastoma (disorder)
10062003,Hernia repair,50465008,Hernia repair (procedure)
10062016,Immunosuppression,38013005,Immunosuppression (finding)
10062024,Intestinal operation,34853001,Operation on intestine (procedure)
10062035,Laser therapy,416376001,Laser procedure (procedure)
10062039,Lithotripsy,133864008,Lithotripsy (procedure)
10062040,Liver operation,4974007,Operation on liver (procedure)
10062042,Lung neoplasm,126713003,Neoplasm of lung (disorder)
10062043,Lung operation,387714009,Operation on lung (procedure)
10062060,Hyperlipidaemia,55822004,Hyperlipidemia (disorder)
10062070,Peritonitis bacterial,197171003,Bacterial peritonitis (disorder)
10062082,Plastic surgery,122465003,Reconstruction procedure (procedure)
10062089,Radiotherapy to bone,879915007,Radiotherapy to bone (procedure)
10062090,Radiotherapy to breast,428923005,Radiotherapy to breast (procedure)
10062104,Renal mass,309088003,Renal mass (finding)
10062110,Rheumatic heart disease,23685000,Rheumatic heart disease (disorder)
10062116,Sterilisation,703145006,Sterilization procedure (procedure)
10062117,Steroid therapy,297279009,Steroid therapy (procedure)
10062120,Syphilis,76272004,Syphilis (disorder)
10062121,Tendon operation,86791005,Operation on tendon (procedure)
10062126,Thyroid operation,15463004,Operation on thyroid gland (procedure)
10062127,Thyroidectomy,13619001,Thyroidectomy (procedure)
10062132,Tooth extraction,55162003,Tooth extraction (procedure)
10062136,Vulval operation,2161003,Operation on vulva (procedure)
10062164,Seronegative arthritis,399112009,Seronegative arthritis (disorder)
10062166,Vaginal operation,44117004,Operation on vagina (procedure)
10062168,Varicose vein operation,274023003,Varicose vein operation (procedure)
10062173,Venoocclusive disease,307221007,Venous occlusion (disorder)
10062180,Viral load increased,879967006,Viral load increased (finding)
10062189,Vitamin D decreased,131114008,Vitamin D below reference range (finding)
10062194,Metastasis,128462008,Metastatic malignant neoplasm (disorder)
10062202,Mitral valve repair,384641003,Repair of mitral valve (procedure)
10062207,Mycobacterial infection,88415009,Mycobacteriosis (disorder)
10062210,Nasal operation,88733004,Operation on nose (procedure)
10062211,Neck injury,90460009,Injury of neck (disorder)
10062234,Uterine operation,79876008,Operation on uterus (procedure)
10062237,Renal impairment,236423003,Renal impairment (disorder)
10062242,Shoulder operation,78559005,Operative procedure on shoulder region (procedure)
10062244,Sinus disorder,7393007,Disorder of nasal sinus (disorder)
10062245,Sinus operation,373657001,Nasal sinus procedure (procedure)
10062247,Skin graft,304040003,Grafting to skin (procedure)
10062249,Skin inflammation,703938007,Inflammatory dermatosis (disorder)
10062250,Skin lesion excision,35646002,Excision of lesion of skin (procedure)
10062251,Skin operation,392011001,Operation on skin (procedure)
10062255,Soft tissue infection,95880003,Soft tissue infection (disorder)
10062262,Spinal operation,392236004,Operative procedure on spinal structure (procedure)
10062302,Family history of cancer,275937001,Family history of malignant neoplasm (situation)
10062352,Respiratory tract infection,275498002,Respiratory tract infection (disorder)
10062354,Ischaemic heart disease prophylaxis,315610002,Primary prevention of ischemic heart disease (regime/therapy)
10062355,Unevaluable event,102477003,Unevaluable reaction (finding)
10062369,Esophageal acid reflux,249496004,Esophageal reflux finding (finding)
10062371,Active immunization,33879002,Administration of vaccine to produce active immunity (procedure)
10062372,Acute generalized exanthematous pustulosis,702617007,Acute generalized exanthematous pustulosis (disorder)
10062375,Aggressive behavior,61372001,Aggressive behavior (finding)
10062396,Chronic generalized exfoliative dermatitis,31922003,Chronic generalized exfoliative dermatitis (disorder)
10062416,Dermatitis exfoliative generalized,399992009,Erythroderma (disorder)
10062427,Gastrointestinal stromal tumor,420120006,Gastrointestinal stromal tumor (disorder)
10062428,Generalized aching,82991003,Generalized aches and pains (finding)
10062433,Generalized erythema,444827008,Erythema of skin (disorder)
10062434,Generalized exfoliative dermatitis,399992009,Erythroderma (disorder)
10062437,Generalized itching,276444007,Generalized pruritus (finding)
10062438,Generalized joint pain,35678005,Pain of multiple joints (finding)
10062439,Generalized macular rash,271756005,Macular eruption (disorder)
10062441,Generalized muscle aches,68962001,Muscle pain (finding)
10062448,Generalized tonic-clonic seizure,1217209006,Generalized onset tonic-clonic epileptic seizure (finding)
10062449,Generalized urticarial rash,126485001,Urticaria (disorder)
10062459,International normalized ratio increased,313341008,International normalized ratio above reference range (finding)
10062471,Localized skin reaction,367466007,Skin irritation (finding)
10062476,Neuroendocrine tumor,1288045008,Well-differentiated neuroendocrine tumor (disorder)
10062501,Non-cardiac chest pain,274668005,Non-cardiac chest pain (finding)
10062506,Heparin-induced thrombocytopenia,73397007,Heparin-induced thrombocytopenia (disorder)
10062519,Poor quality sleep,301345002,Difficulty sleeping (finding)
10062532,Erosive duodenitis,95531001,Hemorrhagic duodenitis (disorder)
10062544,Tooth fracture,36202009,Fracture of tooth (disorder)
10062556,Grip strength decreased,298283006,Hand muscle weakness (finding)
10062577,Injectable contraception,268464009,Uses depot contraception (finding)
10062578,Bone marrow conditioning regimen,118490006,Marrow purging procedure (procedure)
10062585,Peripheral arterial occlusive disease,399957001,Peripheral arterial occlusive disease (disorder)
10062589,Popliteal vein thrombosis,427776007,Thrombosis of the popliteal vein (disorder)
10062592,Drug use via unapproved administration route,398231003,Wrong route of administration (event)
10062599,Arterial occlusive disease,2929001,Occlusion of artery (disorder)
10062691,Spondylodiscitis,2304001,Discitis (disorder)
10062694,Premature baby less than 26 weeks,890097003,Baby premature at delivery less than 26 weeks (finding)
10062704,Localised rash,724877007,Localized eruption of skin (disorder)
10062705,Localized rash,724877007,Localized eruption of skin (disorder)
10062719,Seronegative rheumatoid arthritis,239792003,Seronegative rheumatoid arthritis (disorder)
10062733,Nutritional supplement,709542007,Administration of nutritional supplement (procedure)
10062764,Multiple drug overdose intentional,1149224003,Intentional overdose (disorder)
10062767,Hypophysitis,237705001,Hypophysitis (disorder)
10062797,Melanocytic nevus,400096001,Melanocytic nevus (disorder)
10062828,Ischemic heart disease prophylaxis,315610002,Primary prevention of ischemic heart disease (regime/therapy)
10062830,Anaemia primaquine sensitivity type,863953007,Primaquine sensitivity anemia (disorder)
10062859,Caecectomy,307583008,Excision of cecum (procedure)
10062904,Hormone-refractory prostate cancer,427492003,Hormone refractory prostate cancer (disorder)
10062932,Wound treatment,442460002,Procedure on wound (procedure)
10062948,Drug rash,28926001,Eruption caused by drug (disorder)
10062959,Neutropenic colitis,235755005,Neutropenic colitis (disorder)
10063000,Low turnover osteopathy,32794000,Bone turnover rate decreased (finding)
10063001,Human papilloma virus infection,240532009,Human papillomavirus infection (disorder)
10063006,Facial spasm,32402008,Facial spasm (finding)
10063014,Rectorrhagia,12063002,Rectal hemorrhage (disorder)
10063018,Primary immunization,33879002,Administration of vaccine to produce active immunity (procedure)
10063021,Primary immunisation,33879002,Administration of vaccine to produce active immunity (procedure)
10063028,Frailty,248279007,Frailty (finding)
10063057,Cystitis noninfective,236623005,Non-infective cystitis (disorder)
10063059,Bladder inflammation,236623005,Non-infective cystitis (disorder)
10063065,Anterior rectum resection,4558008,Anterior resection of rectum (procedure)
10063080,Postural orthostatic tachycardia syndrome,371073003,Postural orthostatic tachycardia syndrome (disorder)
10063083,Chronic left ventricular failure,111283005,Chronic left-sided heart failure (disorder)
10063119,Anaphylactoid shock,35001004,Non-allergic anaphylaxis (disorder)
10063122,Pregnancy with implant contraceptive,169488004,Contraceptive intrauterine device failure - pregnant (finding)
