ID,SOURCE_PKEY,BUSINESS_ID,PROJECT_CODE_CD,PROJECT_RESPONSIBLE,PROJECT_ORGANIZATION_TYPE,PROJECT_TYPE,PROJECT_SUBTYPE,PROJECT_NAME_NM,PROJECT_DESCRIPTION_DESC,PROJECT_CATEGORY,PROJECT_STATUS,PROJECT_STATUS_DETAILED,PROJECT_PHASE,MECHANISM_OF_ACTION,ACTIVE_SUBSTANCE_TYPE,ACTIVE_SUBSTANCE_SUB_TYPE,ORIGIN_OF_ACTIVE_SUBSTANCE,ORIGIN_COMPANY_OF_ACTIVE_SUBSTANCE,EXTERNAL_ACTIVE_SUBSTANCE_CODE,DATE_OF_AGREEMENT,BRAND_NAME_NM,INN,RA_CODE,ADDITIONAL_PROJECT_INFORMATION,RESEARCH_PROJECT_TARGET,RW_CLUSTER,SCREENING_ORIENTATION,SCREEN_TYPE,TARGET_RATIONALE,PROJECT_GLOBAL_OBJECTIVE,SOURCE_SYSTEM,CREATIONDATE_DT,LASTUPDATEDATE_DT,CREATEDBY,UPDATEDBY,SOURCE_OF_ORIGIN,STATE
2646,67236126f877cd45d635f433,OTH000000000IW,GZE_RD_RENVELA_U45,U45,OTHER,Customer,Internal Customer,,GZE_RD_RENVELA_U45,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:18.000,2024-11-26 08:39:09.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2647,67236126f877cd45d635f43f,OTH000000000IX,GZE_RD_THYROGEN_U45,U45,OTHER,Customer,Internal Customer,,GZE_RD_THYROGEN_U45,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:18.000,2024-11-26 08:38:09.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2648,67236127f877cd45d635f463,OTH000000000J0,IMI-GETCLEAR,U71,OTHER,Not Planned,Not Planned PRIME Legacy,,IMI-GETCLEAR,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:19.000,2024-11-26 08:39:28.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2649,67236127f877cd45d635f46f,OTH000000000J1,IMI-PHARMATRAIN,U14,OTHER,Not Planned,Not Planned PRIME Legacy,,IMI-PHARMATRAIN,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:19.000,2024-11-26 08:38:53.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2650,67236127f877cd45d635f47b,OTH000000000J2,KARP,U46,OTHER,Not Planned,Not Planned PRIME Legacy,,KARP,R,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:19.000,2024-11-26 08:38:56.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2651,67236127f877cd45d635f487,OTH000000000J3,KSLK_ASD,HB,OTHER,Customer,External Customer,,Restoring abnormal neuronal circuits of autistic patients SHANK-3 haploinsufficiency,O,Stopped,Stopped inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:19.000,2024-11-26 08:39:13.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2652,67236127f877cd45d635f4ab,OTH000000000J6,KSLK_LAG-3,HB,OTHER,Customer,External Customer,,Small Molecule Approach Targeting Lymphocyte Activation Gene-3 (LAG-3),O,Stopped,Stopped inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:19.000,2024-11-26 08:39:22.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2653,67236127f877cd45d635f4c3,OTH000000000J8,KSLK_SCZD,HB,OTHER,Customer,External Customer,,Schizophrenia for Ksilink,O,Stopped,Stopped inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:19.000,2024-11-26 08:38:52.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2654,67236128f877cd45d635f4e7,OTH000000000JB,LUMENA_OTHER_D,HB,OTHER,Customer,External Customer,,Lumena_OTHER_D,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:20.000,2024-11-26 08:38:35.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2655,67236128f877cd45d635f4f3,OTH000000000JC,MED_DIAB,U32,OTHER,Not Planned,Not Planned PRIME Legacy,,MEDICAL DEVICES DIABETES,D,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:20.000,2024-11-26 08:39:03.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2656,67236129f877cd45d635f6ca,OTH000000000KU,MER_RD_OTHER_R,HB,OTHER,Customer,Internal Customer,,Merial R & D_OTHER_R,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:21.000,2024-11-26 08:38:53.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2657,67236129f877cd45d635f6d6,OTH000000000KV,MER_RD_STROMOGYL_U62,U62,OTHER,Customer,Internal Customer,,MER_RD_STROMOGYL_U62,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:21.000,2024-11-26 08:38:48.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2658,67236129f877cd45d635f6e2,OTH000000000KW,MICROMET,U31,OTHER,Not Planned,Not Planned PRIME Legacy,,MICROMET,R,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:21.000,2024-11-26 08:39:32.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2659,674968d07876342e1fd40710,OTH000000000KX,MMV_SSR97193,HB,OTHER,Customer,External Customer,MMV_SSR97193,SSR97193 - ferroquine,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-11-29 07:10:08.000,2026-01-24 05:04:51.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2660,6723612af877cd45d635f700,OTH000000000KY,MO_RWE,IF,OTHER,Multi-Project,Multi-Project Other Specific Activities,,Real World Evidence Medical,O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:22.000,2024-11-26 08:38:34.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2661,6723612af877cd45d635f70c,OTH000000000KZ,NAICONS,U42,OTHER,Not Planned,Not Planned PRIME Legacy,,NAICONS,R,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:22.000,2024-11-26 08:38:16.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2662,6723612af877cd45d635f766,OTH000000000L5,OBM,U33,OTHER,Not Planned,Not Planned PRIME Legacy,,OBM,D,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:22.000,2024-11-26 08:39:05.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2663,6723612bf877cd45d635f77e,OTH000000000L7,OC00001,CG,OTHER,Transversal,Other Research Activities,,OC00001 - External Compound Evaluation for Infectious Diseases,R,Stopped,Stopped inactive,OT,External Compound Evaluation for Infectious Diseases,Other,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:23.000,2024-11-26 08:38:43.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2664,6723612bf877cd45d635f796,OTH000000000L9,OC00631,CG,OTHER,Transversal,Other Research Activities,,OC00631 - IDEE (Infectious Diseases Early Evaluation),R,Stopped,Stopped inactive,OT,IDEE (Infectious Diseases Early Evaluation),Other,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:23.000,2024-11-26 08:38:34.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2665,6749685a7876342e1fd3a733,OTH000000000LB,OC00773,CL,OTHER,Transversal,Other Research Activities,Internal Innovation for PCS-DMPK-TIM-TS (OC00773),OC00773 - Internal Innovation for PCS-DMPK-TIM-TS,R,Ongoing,Ongoing,Others,Internal Innovation for PCS-DMPK-TIM-TS,Other,,,,,,,,,,,,,,,,MDM,2024-11-29 07:08:10.000,2026-01-24 05:04:55.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2666,6723612bf877cd45d635f7ba,OTH000000000LC,OC00837,CH,OTHER,Transversal,Other Research Activities,,OC00837 - Technology Evaluation - Biologics Brain Delivery,R,Cancelled,,OT,Technology Evaluation - Biologics Brain Delivery,Other,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:23.000,2024-11-26 08:38:52.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2667,6749688e235f773343323353,OTH000000000LD,OC00869,CI,OTHER,Transversal,Other Research Activities,Oncology Research IT Initiative (OC00869),OC00869 - Oncology Research IT Initiative,R,Ongoing,Ongoing,Others,Oncology Research IT Initiative,Other,,,,,,,,,,,,,,,,MDM,2024-11-29 07:09:02.000,2026-01-24 05:04:48.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2668,674968447876342e1fd39590,OTH000000000LE,OC00879,CL,OTHER,Transversal,Other Research Activities,External Innovation for PCS-DMPK-TIM-TS (OC00879),OC00879 - External Innovation for PCS-DMPK-TIM-TS,R,Ongoing,Ongoing,Others,External Innovation for PCS-DMPK-TIM-TS,Other,,,,,,,,,,,,,,,,MDM,2024-11-29 07:07:48.000,2026-01-24 05:04:51.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2669,6723612bf877cd45d635f7de,OTH000000000LF,OC00880,CL,OTHER,Transversal,Other Research Activities,,OC00880 - Nanodrugs,R,Stopped,Stopped inactive,OT,Nanodrugs,Other,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:23.000,2024-11-26 08:39:12.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2670,6723612cf877cd45d635f7ea,OTH000000000LG,OC00915,CE,OTHER,Transversal,Other Research Activities,,OC00915 - DIRECT,R,Stopped,Stopped inactive,OT,DIRECT,Other,,,,,,,,,,,,,,,,MDM,2024-10-31 10:51:24.000,2024-11-26 08:39:14.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2671,67496858235f773343320c1b,OTH000000000LH,OC00978,CL17,OTHER,Transversal,Other Research Activities,"Research Informatics (Genzyme, TS) (OC00978)","OC00978 - Research Informatics (Genzyme, TS)",R,Stopped,Stopped inactive,Others,"Research Informatics (Genzyme, TS)",Other,,,,,,,,,,,,,,,,MDM,2024-11-29 07:08:08.000,2026-01-24 05:04:57.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2672,67236105f877cd45d635dba6,OTH0000000001E,ABL_RESEARCH,CJ,OTHER,Multi-Project,Multi-Project Other Specific Activities,,Ablynx Research,O,NotPlanned,,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:45.000,2024-11-26 08:38:37.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2673,67236105f877cd45d635dbb2,OTH0000000001F,ATHER_OTHER_D,U91,OTHER,Customer,External Customer,,AtherX_OTHER_D,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:45.000,2024-11-26 08:39:06.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2674,67236105f877cd45d635dbbe,OTH0000000001G,ATHER_OTHER_D_U64,U64,OTHER,Customer,External Customer,,Project Dev for AtherX,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:45.000,2024-11-26 08:39:29.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2675,67236105f877cd45d635dbd6,OTH0000000001I,AVILA,U31,OTHER,Not Planned,Not Planned PRIME Legacy,,AVILA,R,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:45.000,2024-11-26 08:38:55.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2676,67236106f877cd45d635dc1e,OTH0000000001N,BIVV_RESEARCH,CJ,OTHER,Multi-Project,Multi-Project Other Specific Activities,,Bioverativ Research,O,NotPlanned,,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:46.000,2024-11-26 08:39:21.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2677,67236107f877cd45d635dc48,OTH0000000001Q,CENTRAL_POOL,CK,OTHER,Not Planned,Not Planned PRIME Legacy,,Central Pool Budget,R,NotPlanned,,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:47.000,2024-11-26 08:38:41.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2678,67236108f877cd45d635dc84,OTH0000000001V,CHA_US_XRG5029,HB,OTHER,Customer,Internal Customer,,Chattem US_triamcinolone (XRG5029),O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:48.000,2024-11-26 08:38:26.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2679,67236108f877cd45d635dc96,OTH0000000001W,CHC_BI6006,HB,OTHER,Customer,Internal Customer,,CHC_BI6006 - ambroxol,O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:48.000,2024-11-26 08:39:29.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2680,67236108f877cd45d635dca8,OTH0000000001X,CHC_BIH0005,,OTHER,Customer,Internal Customer,,CHC_ BIH0005_NONIVAMIDE/NICOBOXIL,O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:48.000,2024-11-26 08:38:49.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2681,67236109f877cd45d635dd0e,OTH00000000023,CHC_EU_CROMOGLYCA,U91,OTHER,Customer,Internal Customer,,Consumer Healthcare Care Europ_CROMOGLYCATE,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:49.000,2024-11-26 08:39:08.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2682,6723610af877cd45d635dd32,OTH00000000026,CHC_EU_M016455,HB,OTHER,Customer,Internal Customer,,CHC_EU_M016455_fexofenadine - ALLEGRA / TELFAST,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:50.000,2024-11-26 08:39:20.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2683,6723610af877cd45d635dd44,OTH00000000027,CHC_EU_MAALOX,HB,OTHER,Customer,Internal Customer,,CHC_EU_MAALOX,O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:50.000,2024-11-26 08:38:23.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2684,6723610bf877cd45d635dd6e,OTH00000000029,CHC_EU_NOSPA_U65,U65,OTHER,Customer,Internal Customer,,NoSpa (drotaverine),O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:51.000,2024-11-26 08:38:46.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2685,6723610bf877cd45d635dd7a,OTH0000000002A,CHC_EU_OTHER_D,HB,OTHER,Customer,Internal Customer,,CHC_EU_OTHER_D,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:51.000,2024-11-26 08:38:51.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2686,6723610bf877cd45d635dd86,OTH0000000002B,CHC_EU_OTHER_D_U65,U65,OTHER,Customer,Internal Customer,,Project Dev for Health care Europe,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:51.000,2024-11-26 08:38:09.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2687,6723610bf877cd45d635dd9e,OTH0000000002D,CHC_EU_TADALAFIL,HB,OTHER,Customer,Internal Customer,,CHC_EU_TADALAFIL,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:51.000,2024-11-26 08:38:56.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2688,6723610cf877cd45d635ddce,OTH0000000002G,CHC_HCP0912,,OTHER,Customer,Internal Customer,,CHC_ HCP0912_ ATORVASTATIN_IRBESARTAN,O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:52.000,2024-11-26 08:39:02.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2689,6723610cf877cd45d635de04,OTH0000000002J,CHC_LY450190,HB,OTHER,Customer,Internal Customer,,CHC_ LY450190 _ TADALAFIL,O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:52.000,2024-11-26 08:39:19.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2690,674968d1235f773343325d53,OTH0000000002K,CHC_M016455,HB,OTHER,Customer,Internal Customer,CHC_M016455,CHC_M016455 - ALLEGRA fexofenadine,O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-11-29 07:10:09.000,2026-01-24 05:04:56.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2691,6723610df877cd45d635de64,OTH0000000002O,CHC_NC0017D,,OTHER,Customer,Internal Customer,,CHC_ NC0017D_ PARACETAMOL/ACETYLSALICYLIC ACID/CAFFEINE,O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:53.000,2024-11-26 08:39:32.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2692,6723610ef877cd45d635de76,OTH0000000002P,CHC_NC0311,HB,OTHER,Customer,Internal Customer,,CHC_NC0311 - Bronchicum,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:53.000,2024-11-26 08:39:11.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2693,6723610ef877cd45d635de94,OTH0000000002R,CHC_PL201902,HB,OTHER,Customer,Internal Customer,,CHC_PL201902_LAVENDER ESSENTIAL OIL,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:54.000,2024-11-26 08:38:58.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2694,674968d47876342e1fd40993,OTH00000000046,CHC_PLC2201903,HB,OTHER,Customer,Internal Customer,CHC_PLC2201903,CHC_ PLC2201903 _LAVENDER ESSENTIAL OIL/VALERIAN ROOT EXTRACT,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-11-29 07:10:12.000,2026-01-24 05:04:52.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2695,6749686f235f773343321deb,OTH00000000047,CHC_PLC2201904,HB,OTHER,Customer,Internal Customer,CHC_PLC2201904,PLC2201904_GUARANA_DRY__SEED_EXTRACT_PANAX_GINSENG_DRY_ROOT_EXTRACT,O,Completed,Completed active,,,,,,,,,,,,,,,,,,,MDM,2024-11-29 07:08:31.000,2026-01-24 05:04:55.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2696,67236110f877cd45d635e089,OTH00000000049,CHC_PO_CHC_COUGH_AND_COLD,HB,OTHER,Customer,Internal Customer,,CHC_COUGH_AND_COLD,O,NotPlanned,,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:56.000,2024-11-26 08:38:53.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2697,67236110f877cd45d635e095,OTH0000000004A,CHC_PO_CHC_FEMININE_CARE,HB,OTHER,Customer,Internal Customer,,CHC_FEMININE_CARE,O,NotPlanned,,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:56.000,2024-11-26 08:38:44.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2698,67236110f877cd45d635e0ad,OTH0000000004C,CHC_PO_CHC_SEXUALHEALTH_T,HB,OTHER,Customer,Internal Customer,,CHC_SEXUALHEALTH_T,O,NotPlanned,,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:56.000,2024-11-26 08:39:06.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2699,67236111f877cd45d635e0d7,OTH0000000004F,CHC_SAR404460,HB,OTHER,Customer,Internal Customer,,CHC_SAR404460,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:57.000,2024-11-26 08:38:28.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2700,6749682d7876342e1fd3870b,OTH0000000004J,CHC_SH41015,HB,OTHER,Customer,Internal Customer,CHC_SH41015,CHC_SH41015 levocetirizine ,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-11-29 07:07:24.000,2026-01-24 05:04:48.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2701,67236112f877cd45d635e131,OTH0000000004K,CHC_SR90144,,OTHER,Customer,Internal Customer,,CHC_SR90144_FUMAGILLIN,O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:58.000,2024-11-26 08:39:02.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2702,67496831235f77334331f209,OTH0000000004L,CHC_SSR29263,HB,OTHER,Customer,Internal Customer,CHC_SSR29263,CHC_SSR29263 enterogermina,O,Completed,Completed inactive,,,,,,,,,,,,,,,,,,,MDM,2024-11-29 07:07:28.000,2026-01-24 05:04:48.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2703,67236112f877cd45d635e155,OTH0000000004M,CHC_XRG5029,HB,OTHER,Customer,Internal Customer,,CHC_XRG5029_TRIAMCINOLONE ACETONIDE,O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:58.000,2024-11-26 08:39:09.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2704,67236113f877cd45d635e18b,OTH0000000004P,CHC_Z0630,HB,OTHER,Customer,Internal Customer,,CHC_Z0630_MAGNESIUM_PIDOLATE,O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:59.000,2024-11-26 08:39:28.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2705,67236113f877cd45d635e197,OTH0000000004Q,CHC_Z0926,HB,OTHER,Customer,Internal Customer,,CHC_Z0926_OMEPRAZOLE,O,Ongoing,Ongoing,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:59.000,2024-11-26 08:39:11.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2706,67236113f877cd45d635e1a9,OTH0000000004R,CHUMP_OTHER_D_U64,U64,OTHER,Customer,External Customer,,Project Dev for CHU Montpelier,O,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:59.000,2024-11-26 08:38:50.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2707,67236113f877cd45d635e1c1,OTH0000000004T,DANAFARBER,U31,OTHER,Not Planned,Not Planned PRIME Legacy,,DANAFARBER,R,Cancelled,Cancelled,,,,,,,,,,,,,,,,,,,MDM,2024-10-31 10:50:59.000,2024-11-26 08:39:30.000,Patrice.Darzens@sanofi.com.SAML4,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2708,67496854235f773343320901,OTH0000000004U,DC00674,JA,OTHER,Transversal,Other Development Activities,,DC00674 - Technology Evaluation (Biologics),D,Stopped,Stopped inactive,Others,Technology Evaluation (Biologics),Biologics,,,,,,,,,,,,,,,,MDM,2024-11-29 07:08:04.000,2026-01-24 05:04:52.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2709,6749689c7876342e1fd3df48,OTH0000000004W,DC00889,DF,OTHER,Transversal,Other Development Activities,,DC00889 - PLA-PEG Nanoparticle Evaluation,D,Stopped,Stopped inactive,Others,PLA-PEG Nanoparticle Evaluation,Other,,,,,,,,,,,,,,,,MDM,2024-11-29 07:09:16.000,2026-01-24 05:04:48.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
2710,6749688e235f7733433233b0,OTH0000000004X,DC00920,DF,OTHER,Transversal,Other Development Activities,,DC00920 - New Oral Nanomedicines (Consortium),D,Stopped,Stopped inactive,Others,New Oral Nanomedicines (Consortium),Other,,,,,,,,,,,,,,,,MDM,2024-11-29 07:09:02.000,2026-01-24 05:04:51.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
